,Year,Area/Region/Country,Country or Area of Origin / Total,Other North,Other South,Afghanistan,Albania,Algeria,American Samoa,Andorra,Angola,Anguilla,Antigua and Barbuda,Argentina,Armenia,Aruba,Australia,Austria,Azerbaijan,Bahamas,Bahrain,Bangladesh,Barbados,Belarus,Belgium,Belize,Benin,Bermuda,Bhutan,Bolivia (Plurinational State of),Bosnia and Herzegovina,Botswana,Brazil,British Virgin Islands,Brunei Darussalam,Bulgaria,Burkina Faso,Burundi,Cabo Verde,Cambodia,Cameroon,Canada,Caribbean Netherlands,Cayman Islands,Central African Republic,Chad,Channel Islands,Chile,China,"China, Hong Kong SAR","China, Macao SAR",Colombia,Comoros,Congo,Cook Islands,Costa Rica,Côte d'Ivoire,Croatia,Cuba,Curaçao,Cyprus,Czechia,Dem. People's Republic of Korea,Democratic Republic of the Congo,Denmark,Djibouti,Dominica,Dominican Republic,Ecuador,Egypt,El Salvador,Equatorial Guinea,Eritrea,Estonia,Ethiopia,Faeroe Islands,Falkland Islands (Malvinas),Fiji,Finland,France,French Guiana,French Polynesia,Gabon,Gambia,Georgia,Germany,Ghana,Gibraltar,Greece,Greenland,Grenada,Guadeloupe,Guam,Guatemala,Guinea,Guinea-Bissau,Guyana,Haiti,Holy See,Honduras,Hungary,Iceland,India,Indonesia,Iran (Islamic Republic of),Iraq,Ireland,Isle of Man,Israel,Italy,Jamaica,Japan,Jordan,Kazakhstan,Kenya,Kiribati,Kuwait,Kyrgyzstan,Lao People's Democratic Republic,Latvia,Lebanon,Lesotho,Liberia,Libya,Liechtenstein,Lithuania,Luxembourg,Madagascar,Malawi,Malaysia,Maldives,Mali,Malta,Marshall Islands,Martinique,Mauritania,Mauritius,Mayotte,Mexico,Micronesia (Fed. States of),Monaco,Mongolia,Montenegro,Montserrat,Morocco,Mozambique,Myanmar,Namibia,Nauru,Nepal,Netherlands,New Caledonia,New Zealand,Nicaragua,Niger,Nigeria,Niue,Northern Mariana Islands,Norway,Oman,Pakistan,Palau,Panama,Papua New Guinea,Paraguay,Peru,Philippines,Poland,Portugal,Puerto Rico,Qatar,Republic of Korea,Republic of Moldova,Réunion,Romania,Russian Federation,Rwanda,Saint Helena,Saint Kitts and Nevis,Saint Lucia,Saint Pierre and Miquelon,Saint Vincent and the Grenadines,Samoa,San Marino,Sao Tome and Principe,Saudi Arabia,Senegal,Serbia,Seychelles,Sierra Leone,Singapore,Sint Maarten (Dutch part),Slovakia,Slovenia,Solomon Islands,Somalia,South Africa,South Sudan,Spain,Sri Lanka,State of Palestine,Sudan,Suriname,Swaziland,Sweden,Switzerland,Syrian Arab Republic,Tajikistan,TFYR Macedonia,Thailand,Timor-Leste,Togo,Tokelau,Tonga,Trinidad and Tobago,Tunisia,Turkey,Turkmenistan,Turks and Caicos Islands,Tuvalu,Uganda,Ukraine,United Arab Emirates,United Kingdom,United Republic of Tanzania,United States of America,United States Virgin Islands,Uruguay,Uzbekistan,Vanuatu,Venezuela (Bolivarian Republic of),Viet Nam,Wallis and Futuna Islands,Western Sahara,Yemen,Zambia,Zimbabwe
1517,2015,Montenegro,82541,288,685,0,2754,0,0,0,0,0,0,0,0,0,137,257,0,0,0,0,0,0,0,0,0,0,0,0,34259,0,0,0,0,78,0,0,0,0,0,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16344,0,0,0,120,0,0,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,446,0,0,0,0,0,1876,0,0,56,0,0,0,0,0,0,0,0,0,0,0,47,0,0,0,0,0,0,0,0,209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98,0,0,0,0,0,0,106,925,0,0,0,0,0,0,0,0,0,0,0,17433,0,0,0,0,56,1617,0,0,0,0,0,0,0,0,0,0,151,212,0,0,3317,0,0,0,0,0,0,0,88,0,0,0,0,141,0,103,0,317,0,0,0,0,0,0,0,0,0,0,0
1518,2015,Portugal,864814,984,2577,0,50,230,0,372,156251,0,0,1320,100,0,1202,504,65,0,0,1470,0,946,3421,0,33,0,0,213,42,0,134245,0,0,5179,0,0,59532,0,73,7275,0,0,0,0,0,194,10461,132,1995,644,0,474,0,0,130,81,1621,0,29,247,73,1816,395,0,0,66,447,420,85,221,0,128,30,0,0,0,334,90792,0,0,566,114,1070,26905,192,0,186,0,0,0,0,30,4500,28422,0,0,0,0,398,28,7809,247,203,42,1561,0,339,2726,26,309,28,872,101,0,0,0,0,206,73,0,28,28,202,364,3926,26,457,49,0,113,43,0,0,40,0,0,264,0,0,0,77,0,1968,70228,0,0,0,530,3960,0,44,0,0,265,0,0,331,0,1935,0,35,0,53,285,474,974,0,0,0,129,19726,0,22763,5674,0,0,0,0,0,0,0,0,17915,0,2078,51,0,53,28,0,92,55,0,0,11028,0,15843,26,0,0,0,578,803,16183,26,0,272,272,1717,74,0,0,0,137,296,0,0,0,27,46533,0,18383,68,6957,0,225,879,0,24174,53,0,0,0,0,1145
1519,2015,San Marino,5174,115,131,0,35,0,0,0,0,0,0,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,128,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1520,2015,Serbia,807441,105,559,0,467,53,0,0,0,0,0,49,158,0,675,6998,0,0,0,0,0,134,217,0,0,0,0,0,335992,0,85,0,0,1134,0,0,0,0,0,612,0,0,0,0,0,0,1763,0,0,0,0,0,0,0,0,283247,29,0,173,514,0,0,183,0,0,0,0,77,0,0,0,0,0,0,0,0,34,5388,0,0,0,0,48,16083,29,0,914,0,0,0,0,0,0,0,0,0,0,0,1800,0,295,32,65,176,52,0,109,1923,0,39,99,97,0,0,67,0,0,0,45,0,0,374,0,28,90,0,0,0,0,0,53,0,0,0,0,0,26,0,0,0,71224,0,33,0,0,0,0,0,752,0,24,0,0,0,0,0,138,0,0,0,0,0,0,49,43,664,39,0,0,26,230,0,3607,2944,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,476,10930,0,0,141,0,158,0,76,0,0,0,1191,2856,123,0,46737,0,0,0,0,0,0,40,388,29,0,0,0,1274,24,647,0,1286,0,0,80,0,37,0,0,0,0,57,28
1521,2015,Slovenia,237616,84,28,24,147,27,0,0,1,0,0,414,12,0,360,2801,9,0,0,2,0,142,307,1,1,0,0,10,100218,1,113,0,0,1171,3,2,3,5,16,386,0,0,33,0,0,27,857,0,0,40,0,8,0,3,1,46686,69,0,15,385,48,5,57,0,0,164,149,8,0,112,0,7,27,0,0,0,15,15534,0,0,1159,0,15,17,7536,0,37,90,0,0,0,0,0,4,0,17,0,9,4,399,7,142,42,88,57,0,43,33,3622,8,80,59,99,0,11873,10,6,2,37,22,0,3,39,10,32,38,14,1,7,0,5,0,0,7,0,0,7,0,0,335,3,0,2824,21,3,1,0,2,13,0,0,322,1,0,0,0,273,15,0,0,0,0,0,1,51,113,410,0,51,729,68,0,0,462,2068,10,0,0,0,0,0,0,0,0,16,4,26895,0,4,0,10,0,0,596,34,0,315,459,25,16,0,15,0,329,973,13,32,1,218,0,0,0,0,2,52,115,0,0,4,3,1791,11,2,555,0,697,10,0,31,45,0,331,2,12,4
1522,2015,Spain,5891208,11380,3795,458,1941,56038,0,5900,3553,0,0,251841,9516,0,6376,8844,616,58,56,9836,43,3886,44130,34,398,0,0,150680,2119,0,99187,0,22,126875,1147,107,4445,95,5178,6922,0,0,162,122,0,54400,155713,0,0,347505,0,2105,0,3339,2958,1684,131134,0,366,8548,115,1468,11539,21,966,156905,416394,4128,9192,19339,137,1875,3713,0,0,32,12359,203692,0,0,278,17017,8760,200641,12043,0,3982,0,622,0,0,7411,9689,5369,111,723,0,41333,9297,1122,34447,1937,5888,1829,14925,0,2858,106324,282,6128,2261,1797,1555,0,483,333,188,3987,3341,0,819,966,115,16284,1425,462,65,602,0,17576,312,0,0,8532,241,0,48613,119,235,419,167,0,699880,1197,87,126,0,3136,46711,0,1073,20361,280,30198,0,0,16018,51,54547,0,4246,30,58926,184802,42659,63864,112032,0,91,4189,17084,0,646181,79255,283,0,0,45,0,0,0,37,189,845,49461,3900,40,1025,503,0,7297,1312,0,272,2829,0,0,628,0,389,218,0,19318,62286,5910,84,627,2084,0,508,0,0,206,2734,3969,60,0,34,211,81618,326,305969,360,42291,0,73640,642,0,160478,1634,0,0,139,148,335
1523,2015,TFYR Macedonia,130730,609,919,0,67799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8713,0,0,0,0,1072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1433,0,0,0,53,0,0,0,0,0,0,0,1964,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,0,0,233,0,0,0,0,0,0,0,0,0,0,0,81,0,0,0,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,23,215,0,0,0,0,0,0,0,0,0,0,0,17930,0,0,0,0,36,256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19922,0,0,0,0,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1524,2015,Western Europe,25601680,232003,93963,138201,33014,1499864,1,1054,36744,33,214,42941,40431,4005,41803,309396,23479,255,614,18746,272,29746,278942,113,24073,170,624,12863,400907,386,187318,0,726,162717,11918,7492,38715,71256,117517,70824,4474,0,17414,8401,0,41560,307888,805,34,75907,37294,77637,3,4325,101602,250352,23251,61301,4287,541274,6011,118294,45441,7379,7196,36309,22174,86774,3548,516,24261,14036,43128,3,0,324,32420,509142,0,0,21283,7917,33171,1007688,55176,104,240046,13,109,0,1,7103,42987,3829,7332,80545,0,3000,236556,3476,169768,159987,198613,161332,35134,13,35024,1252896,4516,71382,14882,865876,22368,9,2622,73749,47928,35990,128600,284,5535,8815,3172,53475,39994,126319,578,14683,82,79171,2549,0,0,19512,49271,0,41217,4,25752,4856,35177,6,1322174,3343,3916,969,1,9452,355278,0,11151,3296,8034,50258,0,0,19371,836,92135,1,2022,480,6937,44104,106259,1982786,1169181,58,346,57187,30387,0,719954,1097709,13546,1,82,4960,0,106,48,245,453,9055,128708,575434,990,9665,10631,21893,86100,59582,17,42256,45617,0,540975,142345,1846,9894,221989,232,52394,206405,80549,25251,89562,125893,12,42010,0,104,2135,454116,2217273,6047,8,13,5619,256675,2150,419078,3387,262388,1,8085,40361,759,23364,253625,0,17,4036,2805,3681
1525,2015,Austria,1492374,0,0,8620,3147,1290,0,2,341,0,7,1523,3051,0,2490,0,1076,22,21,2737,21,1667,2575,41,80,19,24,509,155164,25,5186,0,6,15733,121,97,41,958,654,2547,0,0,29,12,0,1258,17713,281,17,1570,0,457,0,179,213,40006,879,0,325,54997,2812,700,1418,7,51,3125,662,14891,68,10,104,372,1276,0,0,18,1598,8964,0,0,24,628,3316,223705,2474,0,4003,0,15,0,1,372,303,68,19,63,0,98,44468,188,13576,1214,15495,5524,985,0,2562,29738,208,2970,749,1103,982,0,253,648,124,806,1841,4,274,459,378,909,763,75,38,483,9,99,108,0,0,33,114,0,1512,1,24,1804,21842,0,1926,67,71,183,1,588,8476,0,443,208,31,8485,0,0,966,31,4814,1,62,60,229,1688,13856,65989,1723,6,25,0,1779,0,70267,30972,211,0,2,14,0,10,4,1,2,477,335,195177,44,267,286,0,27170,17908,14,1215,2792,0,4122,981,277,635,20,23,3551,15802,3320,284,21921,5604,0,219,0,7,70,3690,184847,140,0,12,274,8232,176,11013,157,11054,0,282,754,7,915,3344,0,0,95,113,298
1526,2015,Belgium,1252380,55471,37063,2282,4334,10002,0,0,2713,0,0,525,5749,0,793,2842,747,2,2,1061,6,1577,0,0,569,0,113,335,1905,11,5827,0,0,14663,584,1991,181,257,8173,3102,0,0,119,187,0,1075,9653,0,0,1609,0,741,0,114,2216,899,671,0,347,2910,19,20102,3347,491,30,736,2917,1375,106,20,129,778,825,0,0,8,3363,156124,0,0,324,230,1864,43890,3496,0,16475,0,0,0,0,146,4540,53,19,274,0,66,4199,213,7713,1374,4994,3683,4036,0,1585,183764,128,5057,382,2336,552,0,10,1263,130,1066,2048,12,425,190,17,1572,4913,487,30,403,2,368,381,0,0,956,725,0,1051,0,8,426,143,0,91232,43,90,12,0,1585,148675,0,261,62,1142,2883,0,0,1444,11,4260,0,50,1,148,1130,3466,47970,36834,0,0,781,1015,0,29374,14265,3724,0,0,0,0,0,0,21,10,46,1574,2489,19,728,205,0,4523,852,0,872,890,0,50361,697,375,453,276,0,4927,2331,2014,69,3663,3513,0,2561,0,0,0,4414,44034,14,0,0,268,3355,0,27878,233,12618,0,87,1669,0,439,1299,0,0,59,133,143
1527,2015,France,7918382,0,0,4842,6810,1455276,1,998,21653,10,62,13168,19411,11,8492,12775,4182,45,163,5080,78,3458,155856,9,20765,116,88,3201,14178,41,58392,0,49,17929,8891,1898,22675,64433,82676,26180,94,0,17006,7545,0,14649,111938,524,17,27699,37264,70669,3,765,91484,10270,4862,0,1047,9263,62,78043,6591,6684,6553,3551,4207,31469,1133,396,648,924,8824,3,0,159,3894,0,0,0,20120,1939,7714,237647,6811,71,13111,13,0,0,0,3045,30728,3118,4802,75616,0,596,10734,390,48888,5031,23180,6225,9997,13,9355,373919,526,21744,1467,2627,1778,9,746,733,43356,2839,47973,49,798,2391,28,2662,13109,122471,108,2581,6,76855,498,0,0,18073,45100,0,12796,3,25376,1451,1427,6,942409,1312,480,175,0,1347,44592,0,1991,658,5597,5866,0,0,4140,110,24188,0,519,27,1050,11883,15485,113569,725430,52,150,21058,6672,0,91338,65094,6300,1,3,4831,0,29,18,223,227,2531,119898,86158,607,1323,2322,0,4529,2637,3,1915,5269,0,309660,48687,1010,3263,24802,21,10234,96906,17046,248,4565,18463,12,24171,0,97,418,395285,302547,214,8,1,590,16153,797,188533,655,54833,1,2477,1121,752,6446,127993,0,17,495,351,713
1528,2015,Germany,10220418,99849,1725,83992,15209,19617,0,0,0,0,0,15626,10629,0,11710,217137,16168,0,0,6386,0,21522,29459,0,1805,0,0,4520,168458,0,53860,0,0,88792,1302,590,0,2271,16772,16602,0,0,0,267,0,13438,86291,0,0,18643,0,3543,0,1594,3402,176585,12246,0,1561,458182,2521,7356,21894,0,0,9349,7153,19683,1122,0,12337,9883,17541,0,0,0,13732,122911,0,0,440,3725,19290,0,25409,0,181290,0,0,0,0,1764,3566,0,0,1333,0,1214,145629,1519,57568,16555,115936,96977,9587,0,12560,349395,1923,27886,10674,857180,12673,0,0,70534,3030,25889,67045,0,1660,3768,258,42010,17652,1342,0,5175,0,1222,633,0,0,0,0,0,15399,0,0,0,21,0,96565,0,1918,0,0,3307,117420,0,2732,1281,795,22442,0,0,7450,0,42295,0,618,0,4289,15652,47417,1627067,83003,0,0,24582,19553,0,497518,910843,1040,0,0,0,0,0,0,0,0,3157,3513,89923,0,2744,2405,0,36126,33498,0,6203,15483,0,84770,39380,0,0,0,0,16851,71058,44761,24433,0,64068,0,12013,0,0,773,34842,1395973,5583,0,0,2185,220141,0,87123,0,115973,0,2875,35633,0,7671,95221,0,0,2438,848,0
1529,2015,Liechtenstein,23799,365,345,0,0,0,0,0,0,0,0,26,0,0,0,3868,0,0,0,0,0,0,41,0,0,0,0,0,312,0,170,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,77,0,0,36,0,0,0,0,0,126,0,0,0,58,0,0,16,0,0,69,0,0,0,0,0,2,0,0,0,0,6,126,0,0,0,0,0,1810,0,0,47,0,0,0,0,0,0,0,0,0,0,0,67,2,26,0,0,0,17,0,0,880,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,3,0,0,0,0,0,0,0,76,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,39,58,425,0,0,0,0,0,31,51,0,0,0,0,0,0,0,0,0,0,0,148,0,0,0,0,35,114,0,0,30,0,273,0,0,0,0,0,26,12862,0,0,87,84,0,0,0,0,0,22,623,0,0,0,0,37,0,70,0,131,0,0,0,0,0,0,0,0,0,0,0
1530,2015,Luxembourg,260573,19,357,0,314,104,0,0,0,0,0,40,0,0,80,1013,0,0,0,33,0,43,20730,0,0,0,0,0,2535,0,312,0,0,919,0,0,1692,0,63,248,0,0,0,0,0,61,1103,0,0,26,0,0,0,0,0,433,22,0,66,950,0,101,2655,0,122,37,0,26,0,0,0,551,0,0,0,0,1364,37876,0,0,0,0,0,14857,0,0,1909,0,0,0,0,0,0,0,0,0,0,0,1137,344,203,0,243,0,1703,0,42,21588,0,294,0,0,0,0,0,0,0,512,37,0,0,0,0,627,0,0,0,26,0,0,284,0,0,0,55,0,28,0,0,0,8945,0,257,0,0,0,0,33,4672,0,22,0,0,0,0,0,182,0,0,0,0,0,0,103,199,3297,99129,0,0,50,0,0,1820,409,26,0,0,0,0,0,0,0,0,0,33,6199,0,0,0,0,742,505,0,0,47,0,4185,0,0,0,0,0,2157,557,0,0,361,181,0,0,0,0,0,142,210,0,0,0,0,182,0,6854,0,1147,0,0,0,0,26,117,0,0,0,0,0
1531,2015,Monaco,21042,6829,3418,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6371,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1532,2015,Netherlands,1996318,419,5021,33852,1192,3975,0,0,5321,23,32,3170,850,3994,10366,6671,728,56,121,1335,82,284,54038,0,288,35,327,881,813,235,16089,0,615,18714,375,2334,11997,738,1923,9776,4380,0,56,85,0,3328,62708,0,0,14375,0,996,0,738,1268,267,1313,61301,563,681,97,5122,3514,96,75,8688,2182,12893,377,47,2150,937,9451,0,0,69,2896,24712,0,0,96,672,296,123273,14212,33,13959,0,47,0,0,756,2619,247,2356,1411,0,466,12801,407,22713,132159,29405,41384,5161,0,5086,24402,930,5835,923,228,2971,0,1143,71,210,3202,3475,134,1937,908,0,4433,1139,174,293,3630,0,179,348,0,0,320,361,0,3801,0,78,482,0,0,172291,655,1104,268,0,1639,0,0,3814,478,270,7079,0,0,2738,596,12127,0,318,132,201,3907,12381,98435,16750,0,101,7092,173,0,14757,56841,1157,0,77,56,0,67,26,0,157,1850,1012,26711,84,4263,3547,21893,505,152,0,27115,13470,0,24734,10461,0,4422,196783,83,4447,6889,9714,53,161,13990,0,1180,0,0,534,4568,204551,0,0,0,1508,1208,742,49549,1454,28285,0,658,443,0,3878,13600,0,0,486,994,1453
1533,2015,Switzerland,2416394,69051,46034,4613,2008,9600,0,54,6716,0,113,8863,741,0,7872,65090,578,130,307,2114,85,1195,16243,63,566,0,72,3417,57542,74,47482,0,56,5955,645,582,2129,2599,7256,12369,0,0,204,305,0,7751,18405,0,0,11949,30,1231,0,935,3019,21766,3258,0,378,14233,500,6870,6006,101,365,10754,5053,6437,742,43,8893,589,5211,0,0,70,5567,152058,0,0,279,723,691,362506,2774,0,9252,0,47,0,0,1020,1231,343,136,1848,0,560,17521,413,19081,3654,9360,7539,3648,0,3834,264786,801,7596,687,2402,3412,0,470,500,1043,1676,6181,85,441,1099,2491,1262,2414,1770,109,2385,65,448,297,0,0,130,2916,0,6605,0,266,693,2796,0,17494,1266,253,331,0,953,31367,0,1888,609,199,3503,0,0,2445,88,4451,0,455,260,1020,9741,13416,26401,205887,0,70,3624,1195,0,14849,19234,1088,0,0,59,0,0,0,0,57,994,2343,168629,236,340,1866,0,12470,3916,0,4936,7636,0,62870,42139,184,1121,108,105,10201,0,3694,164,58804,19990,0,1866,0,0,340,11153,84488,96,0,0,794,7367,435,48058,888,38347,0,1706,741,0,3989,12051,0,0,463,366,1074
1534,2015,LATIN AMERICA AND THE CARIBBEAN,9272027,76600,214254,334,340,1164,0,69,8235,1612,7865,290079,851,5326,4991,7725,9,1317,70,210,5153,329,8736,6375,35,150,17,518238,133,19,232522,4052,171,1858,43,30,1583,182,307,45892,4447,127,223,21,125,289798,118956,4564,9,1342129,2,165,10,30432,445,2905,78031,8469,80,3993,1164,279,2409,0,21574,118687,92403,4929,70839,68,30,426,262,2,57,10,1464,177602,4273,5,42,35,163,79742,268,23,4825,508,10873,9874,10,99408,84,1133,62418,420829,2,66540,5175,614,14862,1941,2020,922,1910,2,8493,288458,34355,77844,2268,75,239,102,134,10,1096,534,27872,12,48,375,106,1502,234,65,20,432,14,98,101,0,12941,3,5,2,67032,6,170,18,300,3052,2533,1819,135,65,7,82,33078,5,1147,340120,56,2709,6,7,2162,31,1192,29,22521,6,734769,492214,8321,17698,228592,18853,30,36306,488,1169,6782,13788,23,755,11794,13516,113,15651,0,59,82,2531,482,1548,35,11,315,1919,600,1300,1,56,23430,0,318812,99,1764,61,40143,18,4456,15440,21039,11,2006,1124,59,32,0,276,16635,174,2069,30,1591,4,104,8507,86,61773,137,1288696,3076,179132,42,227,122189,491,14,5,30,17,188
1535,2015,Caribbean,1385784,32865,61708,0,103,302,0,0,92,1554,7673,3518,0,4479,370,646,0,1138,21,0,4750,0,982,407,0,134,8,281,5,14,1077,4052,0,220,0,3,3,121,23,12121,3402,27,135,3,14,2313,6835,154,0,25186,0,0,8,1831,0,0,23828,8176,0,201,0,0,58,0,20632,89989,1533,76,1318,0,0,16,94,0,0,0,36,106593,3330,0,0,0,0,5688,103,0,154,82,10435,7846,0,1215,0,0,33930,397452,0,2703,86,0,6093,319,40,27,302,0,117,7549,32026,1146,90,11,54,0,0,0,0,0,1232,0,0,0,0,0,0,0,0,35,0,0,25,0,10235,0,0,0,5352,0,0,0,0,3046,34,0,0,0,0,0,18489,0,92,1377,27,799,0,0,69,0,196,0,2033,0,25,4488,4366,171,1755,14171,0,679,12,811,209,2435,0,97,11744,11802,64,15099,0,0,0,18,0,73,0,0,0,1848,0,0,0,0,204,0,16271,39,19,0,4362,12,103,2430,764,0,26,68,0,0,0,0,12409,0,62,0,1586,0,12,671,0,20090,14,246756,3067,793,0,0,21074,64,12,0,0,9,33
1536,2015,Anguilla,5470,183,1265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,653,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,382,0,0,0,0,0,0,0,0,0,0,0,0,0,464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,903,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,418,0,454,406,0,0,0,0,0,0,0,0,0,0
1537,2015,Antigua and Barbuda,28083,216,179,0,0,0,0,0,0,39,0,0,0,5,7,0,0,2,0,0,302,0,0,14,0,14,0,0,0,0,0,98,0,0,0,0,0,0,0,434,11,0,0,0,0,0,134,0,0,0,0,0,0,0,0,0,20,19,0,0,0,0,0,0,4745,1784,0,10,0,0,0,0,90,0,0,0,0,41,5,0,0,0,0,83,31,0,0,0,192,76,0,0,0,0,6472,33,0,7,0,0,79,0,0,0,0,0,0,72,3990,20,0,0,0,0,0,0,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,0,0,0,0,1138,0,0,0,0,0,0,16,0,12,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,53,0,0,0,0,0,0,0,0,476,676,0,918,0,0,0,0,0,0,0,0,0,23,0,0,0,0,45,0,12,0,0,0,45,0,0,0,244,0,0,0,0,0,0,0,720,0,0,0,6,0,0,0,0,994,0,2626,711,0,0,0,39,0,0,0,0,0,0
1538,2015,Aruba,36114,479,1139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,297,0,0,0,0,0,1127,0,0,9762,0,0,0,0,0,0,0,2455,0,0,0,0,0,0,107,4327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,258,0,0,0,0,0,289,1632,0,0,0,0,330,0,0,0,0,0,0,0,746,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4585,0,0,107,0,0,0,0,0,0,0,0,0,0,0,1134,1004,0,164,0,0,0,0,0,0,0,0,0,0,0,0,113,0,0,0,0,0,0,0,0,0,701,0,0,0,0,0,0,0,0,0,0,1337,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,612,0,0,0,0,3399,0,0,0,0,0,0
1539,2015,Bahamas,59306,376,632,0,0,0,0,0,0,0,14,111,0,0,83,40,0,0,0,0,238,0,30,44,0,39,0,0,0,14,121,3,0,21,0,0,0,0,0,1567,0,23,0,0,0,35,172,26,0,193,0,0,0,54,0,0,401,0,0,0,0,0,16,0,75,291,43,31,73,0,0,16,0,0,0,0,0,143,0,0,0,0,0,289,48,0,91,0,33,0,0,35,0,0,1335,27591,0,43,0,0,598,33,0,0,59,0,0,158,7503,35,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,134,0,0,0,0,0,0,0,0,0,0,0,54,0,24,10,0,160,0,0,12,0,0,0,52,0,0,314,1117,20,16,0,0,0,0,0,102,56,0,0,34,78,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,104,0,111,39,0,0,0,12,29,307,0,0,0,0,0,0,0,0,390,0,0,0,1545,0,12,18,0,1993,0,9664,0,17,0,0,30,0,0,0,0,0,15
